Name,Price,Category,Energie,Joules,Vetten,Waarvan verzadigd,Koolhydraten,Waarvan suikers,Vezels,Eiwitten,Zout,Vitamine C,Kalium,- waarvan verzadigde vetzuren,- waarvan suikers,Voedingsvezel,-waarvan verzadigde vetzuren,-waarvan suikers,Energie kJ,kcal,Energie  kJ,Voedingsvezels,energie,vezel,vezels,Vitamine K,Vezel,vetten,verzadigde vetzuren,koolhydraten,waarvan suikers,eiwitten,zout,vezels:,Energie:,-waarvan verzadigde vetzuren:,-waarvan suikers:,energie:,- waarvan verzadigde vetzuren:,- waarvan suikers:,Vezels:,waarvan verzadigde vetzuren,Ijzer,Zink,Vitamine B12,Energie kJ/kcal,- verzadigde vetzuren,- suiker,(waarvan meervoudig onverzadigd),vetten:,waarvan verzadigde vetzuren:,koolhydraten:,waarvan suikers:,eiwitten:,zout:,Calcium,-waarvan verzadigd,omega 3 vetzuren,voedingsvezels,Energiewaarde,waarvan verzadigd,- waarvan: Verzadigde vetzuren,- waarvan: Suikers,- waarvan verzadigd,vitamine B12,zink,Waarvan meervoudig onverzadigde vetzuren,"Vetzuren, enkelvoudig onverzadigd",Omega 3 vetzuren,Energie kcal,- waarvan meervoudig onverzadigde vetzuren,Transvetzuren,Omega-3-Vetzuren,- Verzadigd,- Suikers,Energetische waarde,ProteÃ¯nen,- Waarvan verzadigd,- Waarvan suikers,Vitamine,Energie :,-waarvan verzadigde vetzuren :,-waarvan suikers :,Voedingsvezels :,-Waarvan verzadigde vetten,-Waarvan suikers,- Energie:,- Vet:,- Waarvan verzadigd:,- Koolhydraten:,- Waarvan suikers:,- Vezels:,- Eiwit:,- Zout:,- Meervoudig onverzadigde vetzuren,waarvan:,Voedingvezels,-meervoudig onverzadigde vetzuren,Vitamine A,- Waarvan suiker:,Energie (kJ/kcal),waarvan onverzadigd,Energiewaarde:,waaronder onverzadigde vetzuren:,Voedingsvezels:,• enkelvoudig onverzadigde vetzuren,• meervoudig onverzadigde vetzuren,"Vetzuren, meervoudig onverzadigd",Polyolen,Zetmeel,"Organische zuren, totaal",Sodium,Cholesterol (analysemethode onbekend of variërend),Alcohol,Magnesium,Voedingsezel,Vitamine B3,- Waarvan verzadigde vetzuren,voedingsvezel,waarvan enkelvoudig onverzadigde vetzuren,waarvan meervoudig onverzadigde vetzuren,Waarvan: verzadigd vetzuren,voedingvezels,"Vetten, waarvan",Energie (kJ),Energie (kcal),Vet (g),waarvan verzadigd (g),Koolhydraten (g),waarvan suikers (g),Vezel (g),Eiwitten (g),Zout (g),Vitamine B1,Omega 3 (a-linoleenzuur),energie (kJ),energie (kcal),Energy,Carbohydrate,Fibre,CalorieÃ«n,Vezels (g),- Vetten:,- Eiwitten:,-  waarvan suikers,Riboflavine,- waarvan verzadigd:,energie kJ (kcal):,waarvan verzadigde vrtzuren,Energie: kJ/kcal,Energie /,davon gesÃ¤ttigte FettsÃ¤uren,Ballaststoffe,enkelvoudig onverzadigde vetzuren,meervoudig onverzadigde vetzuren,-waarvan verzadigd vet,"31,0 g",Natrium,Energie : kJ/kcal,EiweiÃ?,Calorische waarde,Waarvan onverzadigd,-Waarvan verzadigd,Energetische waarde:,- waarvan verzadigd vet,waarvan zetmeel,enkelvoudig onverz.,meervoudig onverz.,Cholesterol,enkelvoudig onvz.,meervoudig onvz.,ProteÃ¯ne,- Waarvan Suikers,Energie kJ/kcal:,Énergie,Matières grasses,Glucides,Vet,- Verzadigd vet,- Suikers totaal,-Verzadigde vetten,-Suikers,Energy:,Protein::,Fosfor,-waarvan verzadigd vet:,Eiwittens,Vitamine B2,Calcium 120,Vitamine B6,Vitamine B11,Vitamine D,Vitamine E,Omega-3-vetzuren (alfa-linoleenzuur),Omega-6-vetzuren (linolzuur),Vitamine B2 (riboflavine),- enkelv. onverzadigd,- meerv. onverzadigd,omega 3,(uitgezonderd plantensterolen^2),Eiwit (proteÃ¯ne),Vitamine (B2) (riboflavine),enkelvoudig onverzadigde,meervoudig onverzadigde,- verzadigde,- enkelvoudig onverzadigde,- meervoudig onverzadigde,Foliumzuur,Omega 3 (alfa-linoleenzuur),Omega 6 (linolzuur),- waarvan verzadigde,- suikers,Omega 3 vetzuren waarvan: Omega 3 (alfa-linoleenzuur),EPA en DHA (vetzuren uit vis).,- enkelvoudig onverzadigde vetzuren,- meervoudig onverzadigde vetzuren,vitamine A,vitamine D2,vitamine E,onverzadigde,Omega 3 (?-linoleenzuur),Vitamine D (µg),Vitamine B6 (mg),- D,- B12,enkelv onverzadigd,meerv onverzadigd,Omega 3 vetzuur,Jodium,- riboflavine (B2),- calcium,enkvoudig onverzadigde,meervoudige onverzadigde,"Vetten (g), waarvan",- Verzadigde (g),- Enkelv onverzadigde (g),- Meerv onverzadigde (g),"Koolhydraten (g),",- Waarvan suikers (g),Vitamine (B1) (mg),- E,waarvan  suikers,-verzadigde,-enkelvoudig onverzadigde,-meervoudig onverzadigde,Energie [kJ],Energie [kcal],Vezels [g],Vitaminen,Vitamine A [µg],Vitamine D [µg],Vitamine E [mg],Vitamine K [µg],Vitamine C [mg],Thiamine [mg],Riboflavine [mg],Niacine [mg],Vitamin B6 [mg],Foliumzuur [µg],Vitamine B12 [µg],Biotine [µg],Pantotheenzuur [mg],Kalium [mg],Chloride [mg],Fosfor [mg],Magnesium [mg],Ijzer [mg],Zink [mg],Koper [mg],Mangaan [mg],Seleen [µg],Chroom [µg],Molybdeen [µg],Jood [µg],Vitamine D2,• enkelvoudig onverzadigde,• meervoudig onverzadigde,• A,• D,Omega-3 (alfa-linoleenzuur),eiwit (proteÃ¯ne),vitamine B2 (riboflavine),vitamine B6,foliumzuur,vitamine D,- Vetten,- Koolhydraten,- Eiwitten,- Zout,- enkelvoudige onverzadigde,- meervoudige onverzadigde,waarvan enkelvoudig onverzadigd,waarvan meervoudig onverzadigd,- waarvan suikers**,"Vet, totaal",Vitamine E per portie (10 ml),- waarvan suikers†,waarvan verzadigde vetzuren**,-verzadigen,Foliumzuur (% DRI*),Lycopeen,"Vet, total",omega 3 (?-linoleenzuur):,Omega 6(linolzuur),Vitamine C:,Vetstoffen:,- waarvan verzadigd vet:,Voedingsvezel:,- waarvan Suikers,- onverzadigde vetzuren,- waarvan: suikers,Linoleenzuur (omega-3),Vetzuren,Omega-3-vetzuren,enkelvoudig onverzadigd,meervoudig onverzadigd,enkelvoudig onverzadigd:,meervoudig onverzadigd:,- Verzadigde vetzuren,- Enkelvoudig onverzadigde vetzuren,Kalium:,vetzuren,Rijk aan omega 3 (?-linoleenzuur):,- waarvan suikers***,enkelv. onverzadigd,meerv. onverzadigd,Gamma Oryzanol,Vitamine A (% DRI*),Vitamine B9,Foliumzuur (B11),-Verzadigde vetzuren,Omega 3,waarvan omega 3,Foliumzuur (%DRI*),Fibers,Enkelvoudig onverzadigde vetzuren,Meervoudig onverzadigde vetzuren,Alfa-linoleenzuur,Brennwert,Feet,davon Gesattige FettsÃ¤uren,Vezels g,Totaal vet:,Energie Kcal,- waarvan: verzadigde vetzuren,Energiewaarden,-waarvan suiker,Fiber
Jumbo Luxe Champignon Ragout met Truffel 400g,1.89,"conserven,-soepen,-sauzen,-olien",328.0,78.0,4.5,0.4,7.5,1.2,0.5,1.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Tomaten Passata Rustica 700g,2.01,"conserven,-soepen,-sauzen,-olien",149.0,35.0,0.3,0.1,5.9,5.9,1.5,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Biologische Soep Biologische Pompoen 570ml,4.35,"conserven,-soepen,-sauzen,-olien",126.0,30.0,0.5,0.1,6.1,2.3,0.8,0.8,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Rode Wijnsaus 240ml,2.29,"conserven,-soepen,-sauzen,-olien",,,8.0,0.6,8.9,5.8,,1.2,1.01,,,,,,,,,,,,519.0,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knorr Peper Roomsaus 300ml,2.25,"conserven,-soepen,-sauzen,-olien",244.0,,3.5,1.0,5.4,1.6,0.5,1.1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Soep In Zak Tomatensoep met Vegetarische Balletjes 570ml,4.45,"conserven,-soepen,-sauzen,-olien",258.0,62.0,2.8,0.4,6.7,4.5,1.0,2.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvé Knijpfles Mosterd Saus 250ml,2.22,"conserven,-soepen,-sauzen,-olien",1140.0,,26.0,2.1,7.9,4.4,,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand'Italia Pastasaus Bolognese 260g,2.92,"conserven,-soepen,-sauzen,-olien",424.0,,6.0,2.0,6.0,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remia Fritessaus Zero 500ml,2.03,"conserven,-soepen,-sauzen,-olien",,,10.0,0.9,9.8,0.0,,0.6,1.5,,,,,,,,,,,,,,,,,,,,,,,,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go-Tan Sweet Loempia Sauce Springroll 270ml,2.25,"conserven,-soepen,-sauzen,-olien",741.0,,0.1,0.0,43.1,40.3,,0.18,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Cup-a-Soup Pittige Tomaat 3 x 175ml,1.95,"conserven,-soepen,-sauzen,-olien",119.0,28.0,0.5,,5.4,,0.6,1.1,0.7,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knorr Bouillon met Tuinkruiden 120g,1.85,"conserven,-soepen,-sauzen,-olien",14.0,,1.0,1.0,0.4,0.4,,0.2,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Cup A Soup Rundvlees 3 x 175ml,1.81,"conserven,-soepen,-sauzen,-olien",128.0,31.0,0.6,,5.5,,0.5,0.6,0.83,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calve Pindasaus Mild 650g,4.89,"conserven,-soepen,-sauzen,-olien",1220.0,,22.0,3.7,14.0,9.4,,7.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinz Tomaten Ketchup 220ml,1.79,"conserven,-soepen,-sauzen,-olien",435.0,,0.1,,23.2,,,1.2,1.8,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Smac Worst Mager 250g,3.65,"conserven,-soepen,-sauzen,-olien",662.0,,10.0,3.6,6.2,0.5,,11.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvé Mosterd Mosterd Saus 430ml,2.28,"conserven,-soepen,-sauzen,-olien",1140.0,,26.0,2.1,7.9,4.4,,1.7,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jean Bâton Mayonnaise Organic No Sugar 385ml,4.37,"conserven,-soepen,-sauzen,-olien",3052.0,,82.0,10.0,0.4,0.1,0.1,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heinz Tomaten Ketchup Hot Chili 400ml,2.99,"conserven,-soepen,-sauzen,-olien",449.0,,0.1,0.1,23.3,22.8,,1.2,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jumbo Mayonaise met Truffel 180ml,1.76,"conserven,-soepen,-sauzen,-olien",,,77.2,6.0,4.0,3.5,,1.4,1.67,,,,,,,,,,,,2948.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Soep In Zak Groentesoep met Vegetarische Ballen 570ml,4.35,"conserven,-soepen,-sauzen,-olien",122.0,29.0,0.9,0.3,3.3,0.7,0.5,1.6,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unox Cup-a-Soup Chinese Tomaat 3 x 175ml,1.86,"conserven,-soepen,-sauzen,-olien",135.0,32.0,0.5,,6.4,,0.6,1.0,0.66,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remia Friteslijn  350ml,1.89,"conserven,-soepen,-sauzen,-olien",,,5.3,0.6,10.0,3.3,,0.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remia Mosterdsaus 500ml,1.99,"conserven,-soepen,-sauzen,-olien",,,36.0,2.9,12.0,9.5,,1.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,1578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servero Appelmoes 100% Appel Original,2.07,"conserven,-soepen,-sauzen,-olien",220.0,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
